text,label,target
Man this is a smack in the face to all colored people if u still believe racism doesn't exists ur a fool,Ethnicity,1
@931wzak: Don Lemon Defends N-Word Singing Oklahoma Frat Mom http://t.co/qreIfmwbrc http://t.co/zyJvrqKIKt #coon,Ethnicity,1
3 years ago vs now! :3 forgot to change the hair color on the first one so just use ur imagination lol https://twitter.com/H0TG1RLW1LL/status/1287560918969143296,Ethnicity,1
why u so smart but dum foe dez bytch niggers — Ion Fuck With Bitch Niqqas ... But iDo Be Turnin Into A Dumb Thot... http://ask.fm/a/628ekqbh,Ethnicity,1
"WTF is the Dumb Nigger shit on A&amp;E ""Peacemaker""...The got another where niggas snitch on themselves First 48 now this?? Dumb ignorant Fucks",Ethnicity,1
"“@ReezyDaSnowman “@tayyoung_ FUCK OBAMA, dumb ass nigger””oh shit we got a hater",Ethnicity,1
Trump is really giving license to people to officially rewrite the past and make it so no Democrat ever did anything bad we can just blame it all on the Republicans right. I only bring this up because this is how DNC delegates are acting,Ethnicity,1
Frankie getting on my nerves . Dumb bitch . Get the fuck out here calling people niggers .. Your white .not black,Ethnicity,1
I would not hesitate to say that its unfortunate that so called demonstrations are taking place in Birmingham at this time but I would say in more emphatic terms that it is more unfortunate that the white power structure of this city left the Negro with no other alternative. -MLK,Ethnicity,1
"This is definitely real and not the only type of ignorance they used to pass out. I had a substitute teacher in the 5th grade who kept one and read it. The whole time they were mocking us & at the end said to ""so pull another trigger and kill another black nigger"" just disgusting",Ethnicity,1
"It finally took another black man to die to realize you are seriously out of touch w/reality, truth, justice...and for all. You remind me of one of the most disgusting human beings that I've ever known: my father #PaulHenryNiemeyer...he even called @Omarosa nothing but a #nigger.",Ethnicity,1
When black ppl call someone a nigger even if they're kidding it's annoying and they sound dumb as fuck. Know where tf you came from,Ethnicity,1
@biebersddI: @chrisbrown shut the fuck up niggerdumb hoes these days smh,Ethnicity,1
RT @_shamissmoney: Shut the FUCK up!!!!!! Shit!!! Dumb fucking bitches and stupid fucking niggers!! YES!!! NIGGERS.....,Ethnicity,1
"Right now, it's hard to say anything is ""just sports"" though I've certainly held that opinion in the past. This was @BubbaWallace responding to a complete racist POS who has been throwing hate at a ton of black athletes right now... hiding behind, ""it's just sports"".",Ethnicity,1
#Events #Event - Suspected terror attack in Jerusalem after… http://t.co/zUXRgvEhMe #arab #arabs #islam http://t.co/WnJytMAlma,Ethnicity,1
Florida is horrible on racism. I know I live here. Also West Virginia too. I just don’t get why having dark colored skin makes u less of a human. It doesn’t. Blacks are ppl to! #BlackLivesMattters fuck u to those that think they don’t,Ethnicity,1
Bragging about shit like its something to be proud about. Nigger fuck you. That right there is why you’ll stay a dumb nigger,Ethnicity,1
Black People or Prole of Colour do not hate whites or Caucasians like MLK said we Negros do not and have never and will never accept the inherent circle of the White Power Structure. In Sociology it is called Structural Racism like a Roof over the house of a nation.Hence Racism,Ethnicity,1
@Lenny_Banx nigger read it again such a dumb ass. Everything good until you mention me and fuck up my vibe...... shit man!,Ethnicity,1
@Bigsweener I done tried fuck I told ppl off Craigslist 1800 dumb niggers won't text back,Ethnicity,1
"Facts bro, I’m always the one askin to ft and shi, I’m always the one carin bout ppl but people never text me “good morning”, “how was ur day?” First, I’m always the one to ask. Shi hurts sometimes bro.",Ethnicity,1
"Black people aren’t necessarily racist against white people. Any prejudice or dislike from what I’ve seen is more like a PTSD or trauma situation than anything, based on past experiences. But I’ve seen white people hate black people just because.",Ethnicity,1
Not the same thing you niggers dumb as fuck,Ethnicity,1
mimi dumb as fuck &amp; is no longer a nigger. *takes her nigga card*,Ethnicity,1
You r a Racist if u select your white clothes to wash before the black and colored ones..Stop Racism! Wash them all 2gether!!,Ethnicity,1
"She jus wants attention, she'll be ight !RT @JahFamouslife: FUCK YOU BITCH RT @tayyoung_: FUCK OBAMA, dumb ass nigger",Ethnicity,1
"Who the fuck drinkin colt 45? No damn body. Smh. It's like they said ""what do niggers drink, oh yea colt 45!"" Foh nigga. Ain't nobody dumb.",Ethnicity,1
He did that all the while being the Big white supremacist racist that they say. He also had a black girlfriend in the past. Real racists don't have anything to do with who they hate. They wont even be in the same room.He loves all Americans and this is all made up by the evil MSM,Ethnicity,1
"Ive been called a ""House Negro"" by several people on the left lmao, most of whom are white",Ethnicity,1
"I beg everyone that if you EVER see a black person being treated horribly by the police &amp; you can't so anything, RECORD IT. honestly, that would help so much. if the couple driving past didn't record that incident, then that man would have lost his life without anyone knowing",Ethnicity,1
"And what also aggrevates me is if her black boyfriend does her dirty she finna call her KKK member brothers to go and hunt that nigga down, telling them. ""Y'all better get that nigger"" claiming she loves black men and shit, it's fucking disgusting",Ethnicity,1
"@tayyoung_: FUCK OBAMA, dumb ass nigger statements like this expose your ignorance and shows your lack of education and class ....BITCH!",Ethnicity,1
Dumb ass niggers..shut the fuck up!!!!!,Ethnicity,1
Niggers crying over a dead Pakistan kid doing better then them let’s blame it on fake crow Jim dumb crack lies so fat old niggers can pretend to be white trash look at me I’m working like a big boy and girl still fuck up because the black community is full of bums baked crumbs,Ethnicity,1
Louie is about to make ALOT of money off these dumb fucks! Who else would over indulge in a LV condom but niggers! But hey...do you.,Ethnicity,1
@racobaldo_rich dumb ass bitch wanna be nigger pussy fuck out of here boutta fuck you up rs,Ethnicity,1
"u ever sit in back of bus, drink out colored fountain, sit in colored waiting rm. I guess u lived racism. I really did.",Ethnicity,1
RT @imjusCam: RT @coonhater @imjusCam dumb nigger LOL&lt;&lt;wut da fuck-- lmfaooo,Ethnicity,1
"Pitbulls >> & Fuck Whoever Said Pitbulls Are ""Nigger"" Dogs. You Dumb Racist Fucks",Ethnicity,1
"While I appreciate your efforts against Houston, anything past the 1B or 3B lines gets the Stinger haha",Ethnicity,1
"Indifferent to the Confederacy? “[The Confederacy’s] foundations are laid upon the great truth that the negro is not equal to the white man; that slavery, subordination to the superior race, is his natural and normal condition.” It’s called the Cornerstone Speech. Look it up.",Ethnicity,1
“@yourhighaj: @Kursory @MomoZoned HAHAHAHA FUCK YOU DUMB ASS NIGGER. YOUR THE REASON US WHITES HATE BLACK PEOPLE” it's baddddd,Ethnicity,1
"In this letter of 1974 to his White best friend Mr Brody, Kamuzu called a Malawian Bishop a 'Negro' and referred to the equivalent American as 'Black Clergymen'. He had no respect for his own people and apparently didn't see himself as Black. Idiot. #KamuzuDay",Ethnicity,1
See look u white so I don’t expect u to understand what the significance of this Is cuz u never had to look at anything past the surface but it’s bigger that the nCaA tUnErY he obviously doesn’t care it’s abt changeing the culture for young black men dummy,Ethnicity,1
"I am not sure...they elected Trumap who is delusionnal and the other candidate is senile. Anything can happen in the USA!! Meghan's wardrobe budget will be as high as the social budget...will she be white, black, biracial?? Her past will finance her future...",Ethnicity,1
"@Walken4GOP one day you tell niggers to get a job, the next you criticize Obama for giving them jobs. Make up your mind you dumb racist fuck",Ethnicity,1
@Nigger_FLIPPER: Dumb as fuck . https://twitter.com/Nigger_FLIPPER/status/494733694213816320/photo/1no kinda rhyme or nothing,Ethnicity,1
"@Swagkidfromva If you don't know me, why in the actual fuck are you (or were you) following me, dumb nigger?",Ethnicity,1
"Here they go RT @tayyoung_: FUCK OBAMA, dumb ass nigger",Ethnicity,1
I've been a reveluv for a while now but this is my first stan account... I'm looking for my fellow reveluvs like or rt if ur one,Ethnicity,1
fuck u mean? u dumb fuck. @Daniel_Petty990 Haha the niggers are blowing up my twitter! Hahaha I think I offended the monkeys,Ethnicity,1
@pearson fuck u dumb niggers,Ethnicity,1
why do people post trying to sound smart your dumb as fuck and clearly a wanna be nigger,Ethnicity,1
stupid idiot....dumb ass nigger. fuck u.God punish u and ur entire generation.Useless being even an animal x wiser dan u.@wanlov,Ethnicity,1
"A false assertion by Biden. It was probably the majority. Just a few examples: Woodrow Wilson called blacks ""an inferior race"" and screened racist movies in the White House. Nixon called black ""Negro bastards"". Reagan called Africans ""Monkeys who are uncomfortable wearing shoes.""",Ethnicity,1
@WhTItLoKLiK Fuck you. Dumb nigger.,Ethnicity,1
@_SaraLynch @natehurrle99 @ballforlife4 @carter_dowdle24 fuck that nigger and his dumb nigger kids,Ethnicity,1
"My cuz married and made babies with a white girl. After 5 yrs she left him and called the cops on him to get the rest of her things out the house and told the cops she feared for her life. He was dumbfounded. And he still chasing her now like a pet negro, dumb ass.",Ethnicity,1
I'm a racist ass mofo I don't give a fuck bout crackers spics Arabs chanks or niggers if y'all dumb enough to fall in with stereotypes #gtfo,Ethnicity,1
"Shut up JAZZ fan U the classless.. EVERYBODY know Utah full of racist ass white people Lmao Met a guy from Utah &amp; he said everything but nigger to me.. Cuz he knew job or not, I would fuck him up as SOON as that line was crossed.. Just dumb ass people",Ethnicity,1
"(Acts 29:19622) CAUCASIAN Nephilim colorless creature people of the Devil, the white species Nephilim ""TARES"" of Satan, which God called them for ""obvious"" reasons because they are not the same ""color"" as God is, not Divine Dark Skinned ""Golden"" Negro, God colored people,",Ethnicity,1
"«@tayyoung_ FUCK OBAMA, dumb ass nigger» Really bitch find the nearest toilet and eat shit",Ethnicity,1
@300REZ fuck you dumb nigger get yo uncle ass crumbs out ya mouth,Ethnicity,1
"If white people suddenly want to call Blacks ""Negroes"" at this moment in history, it can only be an example of color aroused antagonism. I'd gladly be called a ""Negro"" IF whites would acknowledge that Negroes are not from a distinct ""race"" or subspecies from whites and others.",Ethnicity,1
“@DiorCherie88: WTF is this cat daddy shit? u nigger coon monkeys always got some dumb ass dance. just chill the fuck out!” EXACTLY!!!,Ethnicity,1
Hay Dumb Fuck Cops You Got a Top 10 Fantasy Arrest List ?? NOT NIGGERS !! You Know How You Just Put People to Jail for NOTHING ??,Ethnicity,1
 we dont trust these niggas all these bitches ,Ethnicity,1
"Smart enough 2 be president “@tayyoung_: FUCK OBAMA, dumb ass nigger”",Ethnicity,1
"“@zaczkiewiczz: ""@EffTyler: fuck them dumb niggers man. #TeamZimmerman"" wtf”wtf",Ethnicity,1
“@Johnny_Blaz3: #coon http://t.co/zI77Bki3nO” dying,Ethnicity,1
A BUNCH OF DUMB NIGGERS WITH A BUNCH OF DUMB NIGGER WORDS AND ACRONYMS. FUCK MY GENERATION. OH MY GOD.,Ethnicity,1
get your dumb nigger dick sucking hoe ass the fuck out my trailer! I 12ish you guys could witness this shit show!!,Ethnicity,1
#FavoriteOFLine fuck u dumb nigger RT for fuck sakes,Ethnicity,1
so mii homegirl in trouble .. dat bii told dis white girl fuck yu .. ahahaha but she called her a nigger &amp; a dumb bitch . ii wld of too.!,Ethnicity,1
"That's a Virginia State Trooper. They have a boner for pulling people over for anything, ESPECIALLY if they see the driver is black. Once I was going 10 over the limit and the trooper put his siren on just to drive RIGHT PAST ME to pull over the black driver in front of me.",Ethnicity,1
Thats the same argument as saying: as a non colored persn u can not understand racism... Its a argument which intrinsicly shows its intolerance...,Ethnicity,1
"I said ""your people still like in caves, that OR THIS ONE BELOW"" and I uploaded a photo :) you went all ""thug life"" when talking about White people dying and you called the castles I showed you trash so, you truly hate us. The negro race cannot be changed. Get used to it",Ethnicity,1
Steak our culture but hate us call us dumb niggers kill us but love every magical part about us. White folk dumb as fuck and backwards,Ethnicity,1
“@Horny_Bastardd: I HATE LEBRON !!! YOU DUMB FUCKED UP HAIRLINE CLUTCH MOTHERFUCKER FUCK YOU NIGGER”,Ethnicity,1
"Kill yourself RT @tayyoung_: FUCK OBAMA, dumb ass nigger""",Ethnicity,1
"@CoreyTurrell well since ""nigger"" is actually an ignorant person, black or white, yes, I'd say I agree that ignorant people are disgusting:P",Ethnicity,1
"Smh all you people say Mayweather is a ""dirty Nigger"" for doing that are dumb as fuck! if it was Ortiz yall woulda said ""that was a good hit",Ethnicity,1
"it’s not us living in the past, we shouldn’t delete the history of anything. even though black people have faced an incredible amount of oppression, erasing history and culture is very wrong. the past makes us who we are, you can’t just ignore the pain that they went through",Ethnicity,1
Loool RT @LemmySODMG: With condom sha RT ImFunkyDee: Fuck a dumb Nigger....,Ethnicity,1
"This wasn’t about Trump This was an angry black man acting like angry black men act ,,,, looking for trouble. !! Period And using the word nigger so freely it was disgusting. There was no political dialogue ,,, just anger !!!!",Ethnicity,1
"@symbo_slice: BITCH YOU MAD AIN'T YOU.!!! #TEAMOBAMA Whhhhuuuudddduup.! RT @tayyoung_: FUCK OBAMA, dumb ass niggeryou madd aint you obama!",Ethnicity,1
"Racism! WHY oh Y do ppl think like THIS?! If u don't like them or talk about Them U R RACIST! BUT- If Different colored ppl only stay within the same type, It is-Keeping with OR Supporting Your OWN KIND! BUT IF Whites stick with Whites They STILL ARE RACIST! BLK WITH BLK SUPPORT!",Ethnicity,1
"Dumb Biology ""@Iam_Tdust: ""@CaptClover_: I'm in Law...what The Fuck Is MR NIGER D"" some nursery Rhyme? Or something 2 do wiv Biology!""",Ethnicity,1
racism is real regardless of me not fitting a stereotype! i’ve been called a nigger &amp; a colored person” i’ve been discriminated against i’ve been racially profiled i’ve been racially profiled by police been told “go back to africa” UNTIL MY LIFE MATTERS THEN ALL LIVES CAN,Ethnicity,1
@BtooCold87 never said nigger bitch you just wanna believe what you hear just like every other dumb fuck that's on twitter you,Ethnicity,1
@sexandrum: Niggers talking shit in my mentions like they're relevant. Go back to your cotton fields dumb fucks. lol damn why u mad,Ethnicity,1
@EddieCSUF nigger doesnt hurt me you dumb fuck so stop wasting your breatj dickjuice,Ethnicity,1
@brittd1178: Everybody get out and vote so we can get this nigger out of office! bitch u dumb as fuck real talk,Ethnicity,1
"“@tayyoung_: FUCK OBAMA, dumb ass nigger”your on suicide watch",Ethnicity,1
"So My Nigger baby wakes up JUST to laugh at the GIANTS losing, fuck him the Eagles and his dumb ass Cowboys!!!",Ethnicity,1
@DaTrillStak5 You are a stupid fuck defending Desean he apologized cuz he knows he fucked up and what he said was wrong. Racism is at an all time high? Is that what you said you stupid nigger don’t you remember actual slavery. You dumb piece of shit.,Ethnicity,1
but what white on white crimes? white ppl aren’t innocent either. everyone has a past that their not so proud of. white ppl killing white or black ppl killing blacks doesn’t justify anything when we’re talking about racial justice.,Ethnicity,1
"nigga nigga nigga nigga. fuck who says NIGGA, it aint NIGGER. people be trippin bout dumb lil shit.",Ethnicity,1
"Just heard racist dumb fuck rednecks cussin loud af &amp; sayin they dont like black ppl or the ""nigger bitch"" thats workin in the gas station",Ethnicity,1
@Super_Man12 stfu dumb nigger ill fuck yo mamas pussy,Ethnicity,1
Man fuck these bitch ass niggers how y'all doin I'm lil stunner I'm anucinse o go stupid I go dumb like da 3stugis,Ethnicity,1
"First we was negros , then we colored then black now African Americans... just another fancy word to say in a Modern white society for what to called us ...",Ethnicity,1
@gallegos_kianna talking about the girl I told you about dumb fuck!! J &amp; my nigger from art! Stupid fuck,Ethnicity,1
#ERROR!,Ethnicity,1
"mutherfucker @Blank_Mane just insulted me by asking me am I drunk First of all dumb fuck it's a MONDAY night,&amp; my child is home smh nigger",Ethnicity,1
You 2 dumb ugly nigger name Wayne Positive trash soft ass nigga black brown fuck red and white dumb ugly fuck pic.twitter.com/9G3RlPh1Wt,Ethnicity,1
---------> RT @hoeslovetelly: this college debate would be dumb as fuck unless all you niggers have been to like 30 different colleges.,Ethnicity,1
"man fuck these bitch ass niggers how ya'll doing im liltunechi im a nusense i go stupid, i go dumb like the 3 stooges",Ethnicity,1
Owning a shop that caters mostly to black hair care but in ‘anger’ calling them blacky and nigger..whewww chileeee *the thieves of are obviously thieves but racial slurs when his shop is catering to Black people is disgusting,Ethnicity,1
"It is called context. He has said ""Fat Negro"" and ""Stupid Negro."" He adds race to his insults when they are Black. He doesn't insult White people with ""Fat Caucasian"" and ""Stupid Caucasian."" He only uses the word defensively that should tell you he purposely uses it as a slur.",Ethnicity,1
“Fuck you stupid dumb mutt ass bitch get your own money this ain’t the 80s” Ohhhh stfu!! You niggers still getting away with being half ass partners lol. STILL living whole double lives w secret families like the 80s. The least you can do is pay a bill and relax.,Ethnicity,1
@trvpcocaine I'm mixed you dumb fuck nigger,Ethnicity,1
"[CN: racism] There was an ""incident"" one year that led to a ton of meetings, but no one ever said exactly what it was. Rumor was, they asked some Black kids who were on campus for a tutoring thing to pose in the background of their pictures and pretend to pick cotton.",Ethnicity,1
"Constance, who the fuck is this??? RT: @KolaBoof: Dumb Nigger Bitch protecting her pimp ---&gt; @radicalhearts FOH Curb Side tash.",Ethnicity,1
I actually got called negro by a white person i dont know how to feel,Ethnicity,1
"July 30 – At a special meeting in Jackson, Mississippi called by Governor Hugh White, T.R.M. Howardof the Regional Council of Negro Leadership, along with nearly one hundred other black leaders, publicly refuse to support a segregationist plan to maintain ""separate but equal""",Ethnicity,1
"the first is saying there’s an update, and the 2nd one is like an error... it happened to me and I had to make a new Japanese Apple account (the first time I did it wrong and didn’t agree to the Japanese terms of agreements) but ur android so I’m not rlly sure",Ethnicity,1
"Do white people have any names like this..? No. They were always called white. They didn’t have words like Nigger, Negro and Colored used throughout history to deem them as inferior..? Did they. Also, AA and Black are still WIDELY used. Everyday by Everybody.",Ethnicity,1
@Tooooo_ELITE bitch yo boy! I anit with your boy u dumb fuck! Idgf what u have to say Yo a nigger actin like a bitch!,Ethnicity,1
“@holyhoe: RT IF YOU WANT THIS NIGGER TO GET DEPORTED TO AFRICA @ChiefKeef” bitch you sound dumb as fuck .,Ethnicity,1
Convo I just had Person 1: Oh you chose Hanzo huh because you’re a dumb fucking nigger! Me: wow fuck this bye. Person 2: (laughing) Jay he doesn’t mean it like that. Will someone explain to me what other way it’s supposed to mean?,Ethnicity,1
omg maybe you can offer them to ur family first?? just be like idw eat all this or something until u run out of slices or u have like one left,Ethnicity,1
“@kenny_Gurl: @BrendanRochford @YesYoureRacist all niggers smell like shit and have dumb nigger names fuck niggers”&lt;&lt;SHE'S CUTE,Ethnicity,1
example: this one white girl i knew would regularly fuck black guys but still regularly use the word nigger to describe them. disgusting,Ethnicity,1
Letting companies & jobs fuck up &gt; Yes. Please treat me like a dumb nigger and do the wrong things so I can use it against you later. pic.twitter.com/ns4GyxCrmu,Ethnicity,1
"Lol this girl is posting inspiration memes and black lives matter quotes. But when your white friend called us a negro in lecture, your ears stopped working and your gum stayed closed. KMFT",Ethnicity,1
Bitch ass Grizzlies won fuck it it's just some dumb niggers chasing after a ball anyway,Ethnicity,1
@CitySlicker_05: Who the fuck left the Sunny D out last night. I'm tired of the Nigger-Dumb yuck sunny D,Ethnicity,1
"@VectorThaViper I hope and pray the first thing u'll see when u wake up is my tweet. My Fav Rapper, The most brilliant, fantastic &amp; inteligent rapper in the game. The OG with the expensive &amp; rich flows. This's for you Sir .. Ur number one die hard fan",Ethnicity,1
"Tom, with so many people supposedly in favour, why has it taken an incident in foreign climes, for the racism issue to pick up speed? I think it is let down with so many black players jumping on the bandwagon. Why have they been silent for so long?",Ethnicity,1
"I have been called nigger, faggot, dumb fuck, ""dumb chimp"" and other horrid slurs multiple times. Like I said, it's not easy being a journalist.",Ethnicity,1
U a nigger dumb bitch RT @DarthVen: In American you're all niggers“@oneflynicca:Fuck outta here @Phade2Black: RT @Chloe_Vee,Ethnicity,1
"Fuck all dumb niggers and muslims too. Plus allah and his goat, Dear Lord, please honor some Christian to blow obama`s head off. Praise Him",Ethnicity,1
Because they can't play with white kids? I think we are going back in history. Is black baseball still called the negro league? No.,Ethnicity,1
@_LilMae @briskiee_ @vick_williams96 @YounGesT_PounD cant fuck with no dumb niggers,Ethnicity,1
I never said they represent all black people ?? They apologies for anything they could have done in the past that could have hurt someone so YES its vague. Its up to you if you want to accept the apologies or no but what more do you want them to do ?,Ethnicity,1
This guy calling me a loser & he plays cod for a living... Bro shut the fuck up &amp; get a real job dumb nigger,Ethnicity,1
I’m not racist I just know my history. Racism was created by a white man to put down colored people so that white people can succeed even after slavery. White people can’t experience racism because the government was built to benefit their race.,Ethnicity,1
"@NIGGER_IM_JESUS: @TrueSexFactss: 1 in 50 people claim to have had sex in an aeroplane."" I never fuck bitches in aeropostale""You Dumb",Ethnicity,1
@caroranwill: “My body and blood are a tangible truth of the South and its past. The black people I come from were owned by the white people I come from.” “My blackness does not put me on the other side of anything. It puts me squarely at the heart of the debate.”,Ethnicity,1
The government built the U.S thru racism. Who planted the fields? Who built all the building on earth? Slaves. Who were the slaves? COLORED PEOPLE.,Ethnicity,1
"I can only remember what happened in my past life if I written it down at the time or it is in old messages Anything before I was 12 I blocked out of my mind and it is all a blur, I can't remember anything it's all black to me",Ethnicity,1
Hate it when niggers ask if I have a joint..ofcos I have a joint how the fuck will my legs and arms move without a joint...dumb ass niggers,Ethnicity,1
fuck wiz khalifa and black and yellow.. dumb ass niggers and they stupid ass agendas,Ethnicity,1
"Quit bein a nigger. Act white and I won't disgrace you feel me ? ... — Shut yo dumb ass up , before I fuck yo bitch http://ask.fm/a/52b5efqa",Ethnicity,1
Non-black people really get a power trip over calling black people nigger &amp; it’s disgusting,Ethnicity,1
"I don't need to acknowledge anything. I stand by what I've said. It's not only black people who are treated like dirt so why can't you people see past that. It's not only black people,",Ethnicity,1
ur the one who interacted first,Ethnicity,1
"It’s always the old whites who message you about being a sugar baby, never a salt and peppered negro . I don’t want pink meat. I don’t want to be called a white mans whore. Leave me alone",Ethnicity,1
Chelsey makel Guillory. Unfollow me if you don't want me talking about niggers ten you won't have to see what I put about the dumb fucks,Ethnicity,1
All you mofos that play ball need to go to Pistol school because you end up looking like dumb niggers. MJs the best....Dr J....fuck you niggers,Ethnicity,1
"@jennsalt ur a dumb bitch, go fuck niggers",Ethnicity,1
“@OhMy_Arii: you're a dumb monkey! -___- RT“fuck no niggers are dumb monkeys,Ethnicity,1
@CoachK1992 dumb fucking nigger! Fuck,Ethnicity,1
that hgtv show called bang for ur buck was my first introduction to the way rich ppl really spend like it's no one's business,Ethnicity,1
ash!! u will improve one day and u r literally improving sm already like JSJDK?? the first time ive seen ur art compared to now?? uve improved sosoososos much omg!! u r doing soososo amazing and i genuinely mean this!!,Ethnicity,1
"can't stand when white people try to compare the word ""cracker"" to ""nigga/nigger"". shut the fuck up, you sound so dumb.",Ethnicity,1
Lol u dumb as fuck“@imNot_daFather #IfIWasWhiteForADay I call black ppls nigger over xbox live”,Ethnicity,1
you scared me at first HAHAHAHHA btw goodluck finding ur ic or make the new one,Ethnicity,1
Nope! Coons are what southern racist white ppl called all Black People. You’re talking about a House Negro. Just saying,Ethnicity,1
@bilalisyodaddy yesss I know that but there are v4s u stupid fuck it's called vteck u dumb sand nigger,Ethnicity,1
SHUT THE FUCK UP BARRACK OBAMA YU DUMB NIGGER,Ethnicity,1
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” racist ass bitch",Ethnicity,1
2012. Negro? I am called white trash and cracker daily on the job and in public/social media for my opinions. In 2020. No offense here lol. Get over it. He didn’t say nigger. THAT in any year is unacceptable. Imagine a black saying “I don’t want to argue with this cracker”!,Ethnicity,1
They better take out cambell second half I can't stand the dumb ass nigger! Put gradkowski in! Fuck man,Ethnicity,1
i just dont get it why people say “aT leAsT tHeY hAvE tHeiR mAsKs on. i dOnT seE tHe kIds wEaRiNg tHem”. their mouths are exposed....so uh whats the point..first ya bitch about “cover ur nose &amp; mouth!!” WHICH ONE IS IT,Ethnicity,1
the first ever vid of urs i watched was ur halloween minion costume one,Ethnicity,1
@iJever nigger and white are two different things you racist dumb fuck. shut up and go back to your moms basement.,Ethnicity,1
"LOL RT @OlaBijan: Klan members gangbang you often I'm guessing “@tayyoung_: FUCK OBAMA, dumb ass nigger”",Ethnicity,1
"It's in my standard #fashion to be a hardcore #racist and #bigot. So fuck the dumb niggers, coons, porch monkeys. Yer watermelon sucks balls",Ethnicity,1
"LMFAO!!! RT @Nasstarr: OHHH SHE MAD Y'ALL “@tayyoung_: FUCK OBAMA, dumb ass nigger”",Ethnicity,1
"@HUNNTTT yes because dumb fuck ass tuslaw want to call us ""NIGGERS"" on insta !? they dumb af !",Ethnicity,1
@SEXYLALA That's a dumb nigger never fuck LALA. he will make your pussy dumb,Ethnicity,1
"wait! she isnt legal! lol let her live “@DPride12: We have another one RT @_KeshiaCOLD: You mad? “@tayyoung_: FUCK OBAMA, dumb ass nigger””",Ethnicity,1
Niggers be acting shady then act dumb when caught in a lie. You give them one night of grace and they just fuck up. Really?,Ethnicity,1
"What do black hot girls say? Disgusting white fuck pigs and nigger gorillas get out of the way, let black girls, white girls, enjoy real sex，GGC ONLY ！！！",Ethnicity,1
"Jackasses, u can't alter history. U can learn from it and be far better ppl. The pt is not to idolize these statues but to remind white Americans that racism is divisive and colored Americans to stop blaming the past but work harder for the future.",Ethnicity,1
"@AdkinsAlexandre @samsmithworld fuck both of you dumb fucks. My dick the best. Fuck u FRENCH fry cock, LOL. adkins on a diet. U nigger bitch",Ethnicity,1
Lea is annoyin as fuck and Brandi is a fuckin dumb ass nigger bitch..,Ethnicity,1
"Christ, you're not even following your own stream of bullshit. You're the one discounting casual racism THAT'S JUST HAPPENED by bringing up a 20 year old incident as if it's some kind of excuse. Pick a lane, sweetheart, you can't have it both ways.",Ethnicity,1
"“@Fastlikewebb: “@tayyoung_: FUCK OBAMA, dumb ass nigger” &lt;&lt;&lt; ""So you Mad"" ???” #YeahYouRealMad",Ethnicity,1
"Whoever choose the black colored Donkey Kong with the Nigger gamertag, go fuck yourself #smash4 #disgusting #racism",Ethnicity,1
Little White Kid Calls Grown Black Man A Nigger For No Reason - Disgusting http://fb.me/3c3CfqlsG,Ethnicity,1
